STRING_LABEL,Size,A Value,B Value,Execution Time (milliseconds)
INTERPRETER_OPT,128,1,1,69.48280334472656
INTERPRETER_OPT,256,1,1,519.0598964691162
INTERPRETER_OPT,512,1,1,4733.332920074463
INTERPRETER_OPT,1024,1,1,42637.27378845215
INTERPRETER_OPT,2048,1,1,357366.8270111084
