STRING_LABEL,Size,A Value,B Value,Execution Time (milliseconds)
NUMPY_UNOPT,128,1,1.0,1.5020370483398438
NUMPY_UNOPT,256,1,1.0,2.515077590942383
NUMPY_UNOPT,512,1,1.0,2.000093460083008
NUMPY_UNOPT,1024,1,1.0,6.001710891723633
NUMPY_UNOPT,2048,1,1.0,37.08314895629883
