STRING_LABEL,Size,A Value,B Value,Execution Time (milliseconds)
NUMPY_OPT,128,1,1.0,0.5004405975341797
NUMPY_OPT,256,1,1.0,0.49996376037597656
NUMPY_OPT,512,1,1.0,0.9996891021728516
NUMPY_OPT,1024,1,1.0,5.082130432128906
NUMPY_OPT,2048,1,1.0,29.539108276367188
